Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS,8/16/2020,03:00 AM,MAC-20-0585,"Fire system trouble alarm at Campus Center. Checked. Fire panel at the rear entrance reads NORMAL. Unable to addition fire 
panel. Will notify next officer.",8/16/2020 03:00 AM and 8/16/2020 03:16 AM,,CLOSED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/17/2020,06:30 AM,MAC-20-0586,"Macalester College Public Safety Officer assisted college employee, discovered malfunction in emergency phones.",8/17/2020 06:30 AM and 8/17/2020 06:35 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/17/2020,06:30 AM,MAC-20-0586,"Macalester College Public Safety Officer assisted college employee, discovered malfunction in emergency phones.",8/17/2020 06:30 AM and 8/17/2020 06:35 AM,,CLOSED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 196 VERNON STREET (SPANISH HOUSE),8/17/2020,06:30 AM,MAC-20-0587,Macalester College Public Safety Officers responded to unknown parties inside occupied residence.,8/17/2020 06:30 AM and 8/17/2020 06:35 AM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 196 VERNON STREET (SPANISH HOUSE),8/17/2020,06:30 AM,MAC-20-0587,Macalester College Public Safety Officers responded to unknown parties inside occupied residence.,8/17/2020 06:30 AM and 8/17/2020 06:35 AM,,FALSE ALARM
TRESPASS : VIOLATION,MACALESTER CAMPUS : ATHLETIC FACILITIES : NICHOLSON FIELD,8/17/2020,08:15 PM,MAC-20-0588,"Public Safety responded to trespass, unauthorized space.",8/17/2020 08:15 PM and 8/17/2020 08:25 PM,,FINAL
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : NICHOLSON FIELD,8/17/2020,08:15 PM,MAC-20-0588,"Public Safety responded to trespass, unauthorized space.",8/17/2020 08:15 PM and 8/17/2020 08:25 PM,,FINAL
ASSIST,MACALESTER CAMPUS,8/19/2020,12:37 PM,MAC-20-0589,2020 Move In process,8/19/2020 12:37 PM and 8/30/2020 05:00 PM,,
DAMAGE TO PROPERTY,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,8/20/2020,03:50 AM,MAC-20-0590,Public safety observed an damage to property.,8/20/2020 03:50 AM and 8/20/2020 03:50 AM,,
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,8/20/2020,06:50 PM,MAC-20-0591,Macalester College Public Safety responded to a report of a suspicious male party sitting on the North steps of Wallace Hall.,8/20/2020 06:50 PM and 8/20/2020 07:05 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,8/21/2020,12:00 AM,MAC-20-0592,Public safety observed an unsecured area.,8/21/2020 12:00 AM and 8/21/2020 12:10 AM,,CLOSED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/21/2020,02:15 AM,MAC-20-0593,Public safety observed suspicious activity.,8/21/2020 02:15 AM and 8/21/2020 02:40 AM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,NON-CAMPUS (CLERY GEOGRAPHY),8/21/2020,08:15 AM,MAC-20-0594,Public Safety observed missing property and vandalism on a city boulevard.,8/21/2020 08:15 AM and 8/21/2020 08:15 AM,,CLOSED
PROPERTY : MISSING,NON-CAMPUS (CLERY GEOGRAPHY),8/21/2020,08:15 AM,MAC-20-0594,Public Safety observed missing property and vandalism on a city boulevard.,8/21/2020 08:15 AM and 8/21/2020 08:15 AM,,CLOSED
WELFARE CHECK,OFF CAMPUS (NON-CLERY),8/21/2020,05:10 PM,MAC-20-0595,"A parent requested a Check Welfare on their son due to lack of contact.  Student lives off campus.  Referred issue to the Campus 
Response Team.",8/21/2020 05:10 PM and 8/21/2020 05:35 PM,,REFERRED TO OTHER DEPARTMENT
ANIMAL : RUNNING AT LARGE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,8/22/2020,03:00 PM,MAC-20-0597,Macalester College Public Safety responded to a report of a bat in hallway of residence hall.,8/22/2020 03:00 PM and 8/22/2020 03:30 PM,,CLEARED SERVICE COMPLETE
ASSIST,ROADWAY : MACALESTER STREET,8/22/2020,10:00 PM,MAC-20-0598,"Public Safety assisted placing ""No Parking"" signs for 2020 Move In.",8/22/2020 10:00 PM and 8/22/2020 10:30 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,8/22/2020,10:15 PM,MAC-20-0600,Public Safety responded to a maintenance issue. Custodial contacted.,8/22/2020 10:15 PM and 8/22/2020 10:25 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE ELEVATOR : MALFUNCTION,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/22/2020,10:45 PM,MAC-20-0599,Public Safety responded to an elevator issue. Service call placed.,8/22/2020 10:45 PM and 8/22/2020 11:00 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/24/2020,06:55 AM,MAC-20-0601,Macalester College Public Safety Officers received report of unknown party near residence hall.,8/24/2020 06:55 AM and 8/24/2020 07:05 AM,,ADVISED AND SENT
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,8/24/2020,09:00 AM,MAC-20-0602,Macalester College Public Safety officer assisted student with contacting residential life.,8/24/2020 09:00 AM and 8/24/2020 09:01 AM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,8/25/2020,10:05 PM,MAC-20-0604,Macalester College Responded to a Fire Trouble Alarm at 30 MAC. False alarm. One student advised.,8/25/2020 10:05 PM and 8/25/2020 10:10 PM,,FALSE ALARM
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/26/2020,08:30 AM,MAC-20-0605,"Public Safety observed a missing bicycle wheel, reviewed security camera footage and observed a theft that had occurred 
several days previous.",8/23/2020 09:52 PM and 8/23/2020 09:56 PM,,CLOSED
PROPERTY : RECOVERED,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,8/27/2020,10:00 AM,MAC-20-0606,Macalester College Public Safety Officer received found property.,8/27/2020 10:00 AM and 8/27/2020 10:10 AM,,ADVISED AND SENT
ASSIST : VIDEO REQUEST,MACALESTER CAMPUS,8/27/2020,03:03 PM,MAC-20-0607,Public Safety Requested to review video,8/27/2020 03:03 PM and 8/27/2020 03:03 PM,,CLOSED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/27/2020,07:32 PM,MAC-20-0608,Public safety responded to an maintenance emergency.,8/27/2020 07:32 PM and 8/27/2020 08:40 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,8/28/2020,02:10 PM,MAC-20-0609,"Public Safety was made aware of an elevator out of service with no entrapment, in a residence hall.  Called for emergency 
service.",8/28/2020 02:10 PM and 8/28/2020 02:25 PM,,REFERRED TO OTHER AGENCY
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 1)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 10)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 11)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 12)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,ADVISED
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 2)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 3)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 4)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 5)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 6)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 7)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 8)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC (Count 9)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/28/2020,10:22 PM,MAC-20-0610,Macalester College Public Safety responded to multiple incidents of students not adhering to the MAC Stays Safer guidelines.,8/28/2020 10:22 PM and 8/28/2020 11:00 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/29/2020,12:00 AM,MAC-20-0611,Macalester College Public Safety investigated a violation of the MAC Stays Safer guidelines.,8/28/2020 10:45 PM and 8/29/2020 12:31 AM,,REFERRED TO RESIDENTIAL LIFE
MEDICAL EMERGENCY : INURY,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,8/29/2020,08:55 AM,MAC-20-0612,Public Safety responded to a medical emergency near Shaw Field.  Student declined transport.,8/29/2020 08:55 AM and 8/29/2020 09:15 AM,,NOT TRANSPORTED
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,8/29/2020,10:30 AM,MAC-20-0613,"Public Safety was notified by a student that they were feeling common cold-like symptoms.  Notified Residential Life and the 
Public Safety Captain.",8/29/2020 10:30 AM and 8/29/2020 10:45 AM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : FOUND,MACALESTER CAMPUS,8/29/2020,12:15 PM,MAC-20-0614,A lost wallet was turned in to security,UNKNOWN and UNKNOWN,,
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,8/29/2020,12:40 PM,MAC-20-0615,Public Safety received word of an elevator out of service with no entrapment.  Called for emergency service.,8/29/2020 12:40 PM and 8/29/2020 12:45 PM,,REFERRED TO OTHER AGENCY
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,8/29/2020,07:15 PM,MAC-20-0616,Public Safety responded to a medical illness report.,8/29/2020 06:30 PM and 8/29/2020 07:45 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : 911 HANG UP,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,8/29/2020,07:30 PM,MAC-20-0617,Public Safety responded to 911 hang up.,8/29/2020 07:30 PM and 8/29/2020 07:40 PM,,FINAL
COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/29/2020,09:35 PM,MAC-20-0618,Public Safety responded to campus violation in residence hall.,8/29/2020 09:35 PM and 8/29/2020 09:45 PM,,CLOSED
COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : CULTURAL HOUSE,8/30/2020,12:01 AM,MAC-20-0619,Macalester Public Safety responded to campus violation in Resident Hall.,8/30/2020 12:01 AM and 8/30/2020 12:10 AM,,CLEARED NO SERVICE
PROPERTY : FOUND,MACALESTER CAMPUS : PARKING : LEONARD CENTER,8/30/2020,01:23 AM,MAC-20-0620,Macalester Public Safety found loss property.,UNKNOWN and UNKNOWN,,OPEN
ALARMS : MECHANICAL,HIGHWINDS PROPERTY,8/30/2020,06:55 AM,MAC-20-0621,"Public Safety was made aware of a Trouble Alarm at a High Winds property.  High Winds Administrative Assistant notified by 
telephone.",8/30/2020 06:55 AM and 8/30/2020 06:55 AM,,REFERRED TO OTHER DEPARTMENT
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,8/30/2020,11:55 AM,MAC-20-0622,Public Safety received a report of an ill student.  Referred to Residential Life and the Public Safety Captain.,8/30/2020 11:55 AM and 8/30/2020 11:55 AM,,REFERRED TO RESIDENTIAL LIFE
PROPERTY : FOUND,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,8/30/2020,04:00 PM,MAC-20-0623,Public Safety took possession of found property.  Property returned to owner.,8/30/2020 04:00 PM and 8/30/2020 04:00 PM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/31/2020,02:57 AM,MAC-20-0624,Public safety received a via phone call from a parent concerning their child well being.,8/31/2020 02:57 AM and 8/31/2020 03:05 AM,,CLOSED
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,8/31/2020,09:20 AM,MAC-20-0625,Public Safety received a report of an ill student.,8/31/2020 09:20 AM and 8/31/2020 09:20 AM,,REFERRED TO OTHER DEPARTMENT
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,8/31/2020,08:49 PM,MAC-20-0627,Macalester College Public Safety officer assisted student with contacting residential life.,8/31/2020 08:49 PM and 8/31/2020 08:55 PM,,CLOSED
COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,8/31/2020,09:52 PM,MAC-20-0626,Public safety officers responded to medical call.,8/31/2020 09:52 PM and 8/31/2020 10:30 PM,,REFERRED TO RESIDENTIAL LIFE
MEDICAL EMERGENCY,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,8/31/2020,09:52 PM,MAC-20-0626,Public safety officers responded to medical call.,8/31/2020 09:52 PM and 8/31/2020 10:30 PM,,REFERRED TO RESIDENTIAL LIFE
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,9/1/2020,07:45 AM,MAC-20-0628,Public Safety received a report of an ill student.,9/1/2020 07:45 AM and 9/1/2020 07:45 AM,,REFERRED TO OTHER DEPARTMENT
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,9/1/2020,07:50 AM,MAC-20-0629,Public Safety responded to a Fire Panel Trouble Alarm from a residence hall.  Detector in alarm.  No smoke or fire.,9/1/2020 07:50 AM and 9/1/2020 08:35 AM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : PARKING : EAST 2,9/1/2020,01:55 PM,MAC-20-0630,Macalester College Public Safety received report of subject pulling on unattended vehicle's door handles.,9/1/2020 01:55 PM and 9/1/2020 02:15 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,9/1/2020,05:52 PM,MAC-20-0631,Macalester College Public Safety Officer observed malfunctioning door.,9/1/2020 05:52 PM and 9/1/2020 06:00 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PACKAGE/ITEM/DEVICE,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,9/1/2020,10:25 PM,MAC-20-0632,Public safety responded to suspicious package.,9/1/2020 10:25 PM and 9/1/2020 10:40 PM,,CLOSED
ALARMS : FIRE SYSTEM : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,9/1/2020,11:50 PM,MAC-20-0633,Public Safety responded to a fire alarm in a residence hall. Improper use of microwave.,9/1/2020 11:50 PM and 9/2/2020 12:10 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE ELEVATOR : ENTRAPMENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,9/2/2020,06:15 AM,MAC-20-0634,Public Safety responded to a elevator entrapment in the Academic Hall.,9/2/2020 06:15 AM and 9/2/2020 06:20 AM,,FALSE ALARM
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,9/2/2020,11:00 AM,MAC-20-0635,Macalester College Public Safety Officer informed of ill student in self isolation.,9/2/2020 11:00 AM and 9/2/2020 11:10 AM,,ADVISED AND SENT
PROPERTY : MISSING,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,9/2/2020,12:00 PM,MAC-20-0636,Macalester College Public Safety received information of lost key.,9/2/2020 12:00 PM and 9/2/2020 12:20 PM,,ADVISED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,9/2/2020,06:00 PM,MAC-20-0637,Macalester College Public Safety officers performed welfare check on ill student.,9/2/2020 06:00 PM and 9/2/2020 06:10 PM,,ADVISED
PROPERTY : MISSING,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,9/3/2020,06:00 PM,MAC-20-0638,Macalester College Public Safety received call for lost keys.,9/3/2020 06:14 PM and 9/3/2020 06:14 PM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,9/4/2020,04:45 AM,MAC-20-0639,Public Safety responded to an alarm in the Resident Hall.,9/4/2020 04:45 AM and 9/4/2020 04:55 AM,,PENDING INVESTIGATION
MEDICAL EMERGENCY : INURY,MACALESTER CAMPUS,9/4/2020,08:20 AM,MAC-20-0640,Macalester College Public Safety officers received report of student bitten by squirrel.,9/4/2020 08:20 AM and 9/4/2020 08:25 AM,,ADVISED
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,9/4/2020,02:09 PM,MAC-20-0641,Macalester College Public Safety responded to silent panic alarm.,9/4/2020 02:11 PM and 9/4/2020 02:11 PM,,FALSE ALARM
SUSPICIOUS ACTIVITY : 911 HANG UP,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,9/4/2020,03:45 PM,MAC-20-0642,Public Safety was notified of a 911 hang up call on campus. Accidental dial.,9/4/2020 03:45 PM and 9/4/2020 03:50 PM,,FALSE ALARM
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,9/4/2020,08:00 PM,MAC-20-0643,Public Safety received a report of a suspicious person on campus. Gone on arrival.,9/4/2020 07:40 PM and 9/4/2020 09:30 PM,,TRESPASSED
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,9/4/2020,08:00 PM,MAC-20-0643,Public Safety received a report of a suspicious person on campus. Gone on arrival.,9/4/2020 07:40 PM and 9/4/2020 09:30 PM,,TRESPASSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,9/4/2020,08:00 PM,MAC-20-0643,Public Safety received a report of a suspicious person on campus. Gone on arrival.,9/4/2020 07:40 PM and 9/4/2020 09:30 PM,,TRESPASSED
TRESPASS : ISSUED,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,9/4/2020,08:00 PM,MAC-20-0643,Public Safety received a report of a suspicious person on campus. Gone on arrival.,9/4/2020 07:40 PM and 9/4/2020 09:30 PM,,TRESPASSED
PROPERTY : MISSING,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,9/4/2020,09:30 PM,MAC-20-0644,Public Safety responded to lost property.,9/4/2020 09:30 PM and 9/4/2020 09:40 PM,,OPEN
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,9/4/2020,11:20 PM,MAC-20-0645,Public Safety responded to policy violation in Resident Hall.,9/4/2020 11:20 PM and 9/4/2020 11:30 PM,,CLOSED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,9/4/2020,11:20 PM,MAC-20-0645,Public Safety responded to policy violation in Resident Hall.,9/4/2020 11:20 PM and 9/4/2020 11:30 PM,,REFERRED TO RESIDENTIAL LIFE
