Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,2/25/2020,10:10 PM,MAC-20-0178,Macalester Public safety discovered an ajar exterior door to a closed building.,2/25/2020 10:10 PM and 2/25/2020 10:15 PM,,CLOSED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,2/25/2020,10:10 PM,MAC-20-0179,Macalester Public Safety assisted a student with accessing her locker at the Leonard Center.,2/25/2020 10:10 PM and 2/25/2020 10:25 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,2/26/2020,05:35 AM,MAC-20-0180,Public Safety responded to fire trouble alarm.,2/26/2020 05:35 AM and 2/26/2020 05:40 AM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,2/26/2020,05:35 PM,MAC-20-0182,Public Safety responded to a maintenance issue. Work order submitted.,2/26/2020 05:35 PM and 2/26/2020 05:45 PM,,REFERRED TO OTHER DEPARTMENT
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,2/26/2020,06:30 PM,MAC-20-0183,Public Safety responded to a welfare check report.,2/26/2020 06:30 PM and 2/26/2020 06:45 PM,,CLEARED NO SERVICE
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,2/26/2020,08:00 PM,MAC-20-0184,Public Safety was notified of theft from motor vehicles in a church parking lot.,2/26/2020 08:00 PM and 2/26/2020 08:30 PM,,
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,2/27/2020,04:30 PM,MAC-20-0185,Macalester College Public Safety responded to a door that was unable to be locked.,2/27/2020 04:30 PM and 2/27/2020 04:45 PM,,REFERRED TO OTHER AGENCY
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,2/27/2020,10:15 PM,MAC-20-0186,Public Safety found a building unsecured.,2/27/2020 10:15 PM and 2/27/2020 10:20 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,2/27/2020,11:10 PM,MAC-20-0187,Public Safety responded to a suspicious person.,2/27/2020 11:10 PM and 2/27/2020 11:15 PM,,ADVISED AND SENT
PUBLIC SAFETY : OTHER,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,2/28/2020,09:30 AM,MAC-20-0203,Public Safety officers provided a security detail for two visiting United States senators.,2/28/2020 09:03 AM and 2/28/2020 12:30 PM,,CLOSED
ALARMS : MECHANICAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,2/28/2020,07:20 PM,MAC-20-0188,Public Safety responded to a freezer alarm in an academic building.,2/28/2020 07:20 PM and 2/28/2020 07:35 PM,,CLEARED NO SERVICE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,2/28/2020,09:30 PM,MAC-20-0189,Public Safety Responded to a fire panel trouble alarm.,2/28/2020 09:30 PM and 2/28/2020 09:45 PM,,CLEARED NO SERVICE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,2/28/2020,10:15 PM,MAC-20-0190,Macalester Public Safety conducted a walk-through of Weyerhaeuser Memorial Chapel after finding a door unsecured.,2/28/2020 10:15 PM and 2/28/2020 10:20 PM,,CLOSED
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ILLEGAL DRUG VIOLATIONS : UNLAWFUL POSSESSION (Count 1)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/28/2020,10:32 PM,MAC-20-0191,Macalester Public Safety assisted Residential Life with a policy violation in Kirk 326.,2/28/2020 10:32 PM and 2/28/2020 10:55 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ILLEGAL DRUG VIOLATIONS : UNLAWFUL POSSESSION (Count 2)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/28/2020,10:32 PM,MAC-20-0191,Macalester Public Safety assisted Residential Life with a policy violation in Kirk 326.,2/28/2020 10:32 PM and 2/28/2020 10:55 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ILLEGAL DRUG VIOLATIONS : UNLAWFUL POSSESSION (Count 3)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/28/2020,10:32 PM,MAC-20-0191,Macalester Public Safety assisted Residential Life with a policy violation in Kirk 326.,2/28/2020 10:32 PM and 2/28/2020 10:55 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ILLEGAL DRUG VIOLATIONS : UNLAWFUL POSSESSION (Count 4)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/28/2020,10:32 PM,MAC-20-0191,Macalester Public Safety assisted Residential Life with a policy violation in Kirk 326.,2/28/2020 10:32 PM and 2/28/2020 10:55 PM,,REFERRED TO RESIDENTIAL LIFE
MEDICAL EMERGENCY : INTOXICATED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,2/29/2020,01:05 AM,MAC-20-0192,Public Safety responded to a medical in the resident hall-Transported,2/29/2020 01:05 AM and 2/29/2020 02:30 AM,,TRANSPORTED TO HOSPITAL
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES,2/29/2020,11:40 AM,MAC-20-0193,"Public Safety responded to a report of an unknown individual attempting to gain access to a residential hall.  The subject was 
gone on arrival.",2/29/2020 11:45 AM and 2/29/2020 12:35 PM,,CLOSED
UNWANTED PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,2/29/2020,02:40 PM,MAC-20-0195,Public Safety responded to a report of an unwanted person in the library who had already left the premises.,2/29/2020 02:40 PM and 2/29/2020 02:55 PM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/29/2020,11:40 PM,MAC-20-0194,Public Safety received a request for a welfare check on a student.,2/29/2020 11:40 PM and 3/1/2020 12:01 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 30 MAC,3/1/2020,07:30 PM,MAC-20-0196,Macalester Public Safety responded to a malfunctioning flood light in hallway of residence hall.,3/1/2020 07:30 PM and 3/1/2020 07:40 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/2/2020,03:00 AM,MAC-20-0197,Public Safety responded to maintenance elevator.,3/2/2020 03:00 AM and 3/2/2020 03:20 AM,,REFERRED TO OTHER AGENCY
SUSPICIOUS ACTIVITY : PACKAGE/ITEM/DEVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/2/2020,08:17 AM,MAC-20-0198,Public Safety received an online report of suspicious activity that had occurred in a residence hall.,2/28/2020 08:00 AM and 2/28/2020 08:00 AM,,CLEARED NO SERVICE
MEDICAL EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/2/2020,09:31 AM,MAC-20-0199,Assist student with medical emergency,3/2/2020 09:40 AM and 3/2/2020 09:47 AM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1661-1663 PRINCETON COURT (JAPAN HOUSE),3/2/2020,10:10 PM,MAC-20-0200,Macalester Public Safety responded to a residence for a heater not operating.,3/2/2020 10:10 PM and 3/2/2020 10:20 PM,,REFERRED TO OTHER AGENCY
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/2/2020,10:30 PM,MAC-20-0201,Macalester Public Safety responded to a Fire Trouble Alarm at Turk Hall. A smoke detector was replaced in one of the rooms.,3/2/2020 10:30 PM and 3/2/2020 10:40 PM,,CLEARED SERVICE COMPLETE
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,3/3/2020,04:00 AM,MAC-20-0202,Public Safety responded to an emergency alarm in resident hall.,3/4/2020 04:00 AM and 3/4/2020 04:15 AM,,FALSE ALARM
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : SUMMIT HOUSE,3/3/2020,09:15 AM,MAC-20-0204,"Public Safety responded to a report of flooding in the basement of a student residence.  Maint. Engineer and Custodial staff 
dispatched.",3/3/2020 09:15 AM and 3/3/2020 09:40 AM,,REFERRED TO OTHER DEPARTMENT
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 1550 SUMMIT,3/3/2020,09:20 AM,MAC-20-0205,"Public Safety responded to an elevator emergency alarm at a Macalester owned property.  The elevator was found empty and 
fully functional.",3/3/2020 09:20 AM and 3/3/2020 09:30 AM,,CLEARED NO SERVICE
INFORMATION ONLY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,3/3/2020,11:00 AM,MAC-20-0210,Missing equipment from storage room,UNKNOWN and UNKNOWN,,
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/3/2020,08:00 PM,MAC-20-0206,Macalester College Public Safety responded to a report of a suspicious odor coming from dorm room.,3/3/2020 08:00 PM and 3/3/2020 08:31 PM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,HIGHWINDS PROPERTY,3/3/2020,09:40 PM,MAC-20-0207,Macalester Public Safety received a call from Armor Security INC. reporting an equipment failure alarm at the Scottsdale building.,3/3/2020 09:40 PM and 3/3/2020 10:20 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,3/3/2020,10:20 PM,MAC-20-0208,Macalester College Public Safety officer found door unlocked during closed hours.,3/3/2020 10:20 PM and 3/3/2020 10:30 PM,,CLOSED
ALARMS : FIRE SYSTEM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,3/4/2020,12:55 AM,MAC-20-0209,Public Safety Officer responded to a fire alarm in the resident hall.,3/4/2020 12:55 AM and 3/4/2020 01:10 AM,,CLEARED SERVICE COMPLETE
PROPERTY : FOUND,MACALESTER CAMPUS,3/4/2020,02:03 PM,MAC-20-0211,Student ID was turned into Public Safety-Student contacted via email,3/4/2020 02:03 PM and 3/4/2020 02:03 PM,,CLOSED
UNWANTED PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,3/4/2020,07:25 PM,MAC-20-0212,Macalester Public Safety trespassed and escorted one adult male off property.,3/4/2020 07:25 PM and 3/4/2020 07:50 PM,,TRESPASSED
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/5/2020,12:20 AM,MAC-20-0213,Public Safety responded to a medical call in the residents hall.,3/5/2020 12:20 AM and 3/5/2020 12:40 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,3/5/2020,03:20 AM,MAC-20-0214,Public Safety responded to a unsecure area on campus.,3/5/2020 03:20 AM and 3/5/2020 03:30 AM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : SUMMIT HOUSE,3/5/2020,05:05 PM,MAC-20-0216,Public Safety responded to a maintenance issue in a residential building.,3/5/2020 05:05 PM and 3/5/2020 05:30 PM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,3/5/2020,06:40 PM,MAC-20-0217,Public safety found abandoned property in a residential building.,3/5/2020 06:40 PM and 3/5/2020 06:50 PM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/5/2020,09:15 PM,MAC-20-0218,Public Safety performed a welfare check.,3/5/2020 09:15 PM and 3/5/2020 09:35 PM,,CLEARED NO SERVICE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/6/2020,12:10 AM,MAC-20-0257,Public Safety responded to a welfare check in the Resident hall.,3/6/2020 12:10 AM and 3/6/2020 12:25 AM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,3/6/2020,01:05 AM,MAC-20-0219,Public Safety responded suspicious activity.,3/6/2020 01:05 AM and 3/6/2020 01:10 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,3/6/2020,01:15 AM,MAC-20-0222,Public Safety responded to a unsecured area in the academic hall.,3/6/2020 01:15 AM and 3/6/2020 01:30 AM,,CLOSED
SUSPICIOUS ACTIVITY : PACKAGE/ITEM/DEVICE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : CARNEGIE HALL,3/6/2020,01:30 AM,MAC-20-0221,Public Safety responded to suspicious activities in the academic hall.,3/6/2020 01:30 AM and 3/6/2020 01:40 AM,,CLOSED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,3/6/2020,01:45 AM,MAC-20-0220,Public Safety responded to suspicious activity.,3/6/2020 01:45 AM and 3/6/2020 01:50 AM,,CLOSED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1662 PRINCETON COURT (RA HOUSE) HOUSE,3/6/2020,12:15 PM,MAC-20-0223,"Public Safety received a request to expedite a student submitted Work Order for a  plumbing issue.  I referred the issue to 
Facilities Services.",3/6/2020 12:15 PM and 3/6/2020 12:15 PM,,CLOSED
PROPERTY : RECOVERED,OFF CAMPUS (NON-CLERY),3/6/2020,05:09 PM,MAC-20-0224,Public Safety responded to off campus location to recover student's property found in alley.,3/6/2020 05:09 PM and 3/6/2020 05:09 PM,,ADVISED
MISSING PERSON : STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/6/2020,06:00 PM,MAC-20-0227,Public Safety responded to a possible missing person report.,3/6/2020 06:00 PM and 3/6/2020 07:15 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,3/6/2020,06:20 PM,MAC-20-0228,Public Safety responded to a lockout in Doty.,3/6/2020 06:25 PM and 3/6/2020 06:45 PM,,REFERRED TO OTHER DEPARTMENT
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/6/2020,09:00 PM,MAC-20-0225,Macalester Public Safety responded to a welfare check for a student.,3/6/2020 09:00 PM and 3/6/2020 09:20 PM,,OPEN
MEDICAL EMERGENCY : INTOXICATED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/6/2020,10:20 PM,MAC-20-0226,Macalester Public Safety responded to a report of an intoxicated student vomiting in residence hall.,3/6/2020 10:20 PM and 3/6/2020 10:50 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : EMERGENCY,HIGHWINDS PROPERTY,3/7/2020,08:30 AM,MAC-20-0230,Public Safety received a call for emergency maintenance at a High Winds property.  Dispatched on-duty engineer.,3/7/2020 08:30 AM and 3/7/2020 08:30 AM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,3/7/2020,08:55 AM,MAC-20-0231,"Public Safety received a radio call from a Custodian pertaining to a plumbing issue in a residential hall.  On-duty Maintenance 
Engineer dispatched.  RHD notified.",3/7/2020 08:55 AM and 3/7/2020 08:55 AM,,REFERRED TO OTHER DEPARTMENT
ALARMS : AED CABINET,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/7/2020,01:15 PM,MAC-20-0232,Public Safety responded to an AED Cabinet Alarm.  Equipment intact.  No emergency.,3/7/2020 01:15 PM and 3/7/2020 01:25 PM,,CLEARED NO SERVICE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/7/2020,04:20 PM,MAC-20-0233,Public Safety responded to a fire panel trouble alarm in a residential building.,3/7/2020 04:20 PM and 3/7/2020 04:35 PM,,CLEARED SERVICE COMPLETE
PROPERTY : FOUND,ROADWAY : MACALESTER STREET,3/7/2020,04:45 PM,MAC-20-0235,Macalester Public Safety found property on street belonging to student.,3/7/2020 04:45 PM and 3/7/2020 04:45 PM,,ADVISED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/7/2020,07:21 PM,MAC-20-0236,Public Safety responded to a report of a suspicious person and activity.,3/7/2020 07:21 PM and 3/7/2020 08:19 PM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/7/2020,07:21 PM,MAC-20-0236,Public Safety responded to a report of a suspicious person and activity.,3/7/2020 07:21 PM and 3/7/2020 08:19 PM,,CLEARED SERVICE COMPLETE
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,3/7/2020,10:55 PM,MAC-20-0237,Public Safety responded to a medical issue. No transport.,3/7/2020 10:55 PM and 3/7/2020 11:20 PM,,CLEARED NO SERVICE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/8/2020,01:05 AM,MAC-20-0238,Public safety responded to suspicious activity.,3/8/2020 01:05 AM and 3/8/2020 01:30 AM,,CLEARED SERVICE COMPLETE
DAMAGE TO PROPERTY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/8/2020,01:05 AM,MAC-20-0238,Public safety responded to suspicious activity.,3/8/2020 01:05 AM and 3/8/2020 01:30 AM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/8/2020,01:05 AM,MAC-20-0238,Public safety responded to suspicious activity.,3/8/2020 01:05 AM and 3/8/2020 01:30 AM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/8/2020,01:50 AM,MAC-20-0239,Public Safety responded to a welfare check.,3/8/2020 01:50 AM and 3/8/2020 02:00 AM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/8/2020,03:00 AM,MAC-20-0250,Public Safety responded to policy violation on campus.,3/8/2020 03:00 AM and 3/8/2020 03:10 AM,,CLEARED SERVICE COMPLETE
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/8/2020,03:00 AM,MAC-20-0250,Public Safety responded to policy violation on campus.,3/8/2020 03:00 AM and 3/8/2020 03:10 AM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,3/8/2020,07:10 PM,MAC-20-0240,"Macalester Public Safety Officers confiscated marijuana, paraphernalia and alcohol from dorm residence servicing an out of 
order smoke detector.",3/8/2020 07:10 PM and 3/8/2020 08:20 PM,,CLEARED SERVICE COMPLETE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,3/8/2020,07:10 PM,MAC-20-0240,"Macalester Public Safety Officers confiscated marijuana, paraphernalia and alcohol from dorm residence servicing an out of 
order smoke detector.",3/8/2020 07:10 PM and 3/8/2020 08:20 PM,,OPEN
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,3/8/2020,08:30 PM,MAC-20-0234,Macalester Public Safety performed a welfare check for student.,3/8/2020 08:30 PM and 3/8/2020 10:00 PM,,CLOSED
PUBLIC SAFETY : OTHER,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,3/9/2020,12:10 AM,MAC-20-0241,Public Safety found unattended radio in the academic hall.,3/9/2020 12:10 AM and 3/9/2020 12:20 AM,,CLOSED
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,3/9/2020,09:16 AM,MAC-20-0242,Macalester College Public Safety investigated an online theft report filled out by a student.,2/25/2020 08:00 PM and 3/4/2020 12:00 PM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : PARKING : EAST 1,3/9/2020,02:55 PM,MAC-20-0245,Public Safety took possession of found property.,3/9/2020 02:55 PM and 3/9/2020 02:55 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,3/10/2020,10:15 AM,MAC-20-0243,Public Safety responded to a fire panel trouble alarm from the Fine Arts Center.,3/10/2020 10:15 AM and 3/10/2020 10:20 AM,,CLOSED
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,3/10/2020,01:10 PM,MAC-20-0244,Public Safety recd. a phone call reporting a hit and run accident with minor damage in an area parking lot.,3/10/2020 09:15 AM and 3/10/2020 01:00 PM,,REFERRED TO OTHER AGENCY
THEFT : LARCENY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,3/10/2020,04:00 PM,MAC-20-0246,Macalester Public Safety took a report of a theft that occurred on campus.,3/10/2020 04:00 PM and 3/10/2020 04:20 PM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/10/2020,05:15 PM,MAC-20-0247,Macalester College Public Safety responded to a Fire Trouble Alarm at Wallace Hall.,3/10/2020 05:15 PM and 3/10/2020 05:24 PM,,CLEARED SERVICE COMPLETE
PROPERTY : FOUND,MACALESTER CAMPUS : PARKING : WEST 2,3/11/2020,04:50 PM,MAC-20-0248,Public Safety received a found wallet.,3/11/2020 04:50 PM and 3/11/2020 05:00 PM,,
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,3/11/2020,05:28 PM,MAC-20-0249,Macalester Public Safety took a report for a missing key belonging to a Macalester College employee.,3/11/2020 05:00 PM and 3/11/2020 05:11 PM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,3/12/2020,01:20 AM,MAC-20-0251,Public Safety retrieved lost property in the Academic hall.,3/12/2020 01:20 AM and 3/12/2020 01:30 AM,,CLOSED
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : WEST 2,3/12/2020,02:55 PM,MAC-20-0252,Public Safety responded to a report of a motor vehicle crash on campus. 1 vehicle unoccupied. No injuries.,3/12/2020 02:55 PM and 3/12/2020 03:15 PM,,CLEARED SERVICE COMPLETE
